Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
South Asia,SAS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,42.7705879211426,32.3743324279785,31.6287994384766,30.8925933837891,30.1659622192383,29.4491386413574,28.7423400878906,28.0457592010498,27.3595790863037,26.6839618682861,26.0190525054932
South Asia,SAS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,55.9596546728135,57.8522466203631,80.6426588920319,82.8098552126902,85.0743230859397,85.7590912577336,87.5132628830666,90.1974071093015,91.6145072156308,87.8093959254816,87.3634181328433,91.7214919514819
South Asia,SAS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,62.5269393920898,67.5396423339844,85.4297180175781,87.1332015991211,87.8566665649414,87.9155731201172,87.7526321411133,87.0613174438477,86.1853866577148,87.3061218261719,88.2749481201172,99.2450180053711
South Asia,SAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,85.6475601196289,88.461540222168,103.904083251953,103.284507751465,104.231369018555,109.457000732422,108.153961181641,97.4677429199219,96.8578033447266,98.0997467041016,99.0648880004883,105.089416503906
South Asia,SAS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,35.326301574707,42.3302383422852,61.5438385009766,65.6227874755859,65.8443069458008,67.3802490234375,66.1990127563477,67.5988311767578,67.7088088989258,69.4429397583008,71.4060287475586,71.8284683227539
South Asia,SAS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.680130004882813,0.806500017642975,1.03296995162964,1.03259003162384,1.03336000442505,1.05137002468109,1.04560995101929,0.996649980545044,1.00069999694824,0.992489993572235,..,..
South Asia,SAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.482271247527747,0.252710233616651,0.252632363548693,0.252590450718917,0.175541948161042,0.175496301725366,0.175409040674871,0.175305110536674,0.186304978347735,0.186229099886067,..
South Asia,SAS,Forest area (sq. km),AG.LND.FRST.K2,825834.3,857850.281,881788.828,884190.864,886592.9,888601.5,891070.5,893309.3,895548.1,897786.9,900025.7,..
South Asia,SAS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,4.97871497632563,4.97871628286101,4.97868990469891,4.97868714530166,5.44021100793657,6.02676720951408,..
South Asia,SAS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,46.4795175009333,46.5819299962667,46.7267200758761,46.7368099768941,46.3720600550909,45.5835342905286,46.2131441140562,..,..
South Asia,SAS,Urban population growth (annual %),SP.URB.GROW,3.3609587348698,2.85839037086544,2.56291234292793,2.52054984966759,2.46937439023303,2.46859780478563,2.48688603950531,2.47525826266452,2.44941201888315,2.4414109887331,2.35763533392878,2.26723442836845
South Asia,SAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,329.698609274107,389.211748303131,541.412815201555,565.327391776309,..,..,..,..,..,..,..,..
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.561889907781137,0.762643802008327,1.27815679797095,1.37049783833153,1.37095834981794,1.39303396152964,1.45386747789926,1.51696107701494,1.47864988572934,1.33779148421422,..,..
South Asia,SAS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,244.174697977826,351.813531605917,663.33391813362,694.229203367725,..,..,..,..,..,..,..,..
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,406989688413.065,647686504213.636,2389729692833,2614764107326.58,2733399604482.97,3010885154564.81,3433943646490.54,3534083235323.88,3658216510053.27,3489923527067.67,4062850047299.39,4390347563465.91
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.38021957875783,4.11248098325126,6.00923317996451,6.84796608523072,7.25167193519096,7.77601694646614,6.50365299998572,6.33480486988441,3.92413777126535,-4.62399483110728,8.25459047504098,6.48671186342027
South Asia,SAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.6005195711713,4.47243371871953,6.4997424993541,4.9259925623841,3.98305679910955,3.81069312208459,4.5386716735828,3.86301345594601,3.76434778764838,4.29379682639927,7.19536611474242,7.77661771233348
South Asia,SAS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.675224698333,22.4875799308998,17.5929983372111,17.2339999435659,16.7112655476824,16.5774953859827,16.628854163511,16.1205608718293,16.478940623079,18.0350482043022,17.0988376676005,16.5757705960076
South Asia,SAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.2370009801998,25.2700575514133,27.317358041102,26.7630877523481,26.3517973263372,26.0198278204674,25.9870187418195,26.0235327212401,24.8797415709114,25.1870514946076,26.0939649109225,25.9774457880853
South Asia,SAS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,8.25762439618401,13.2137178908183,23.2610719862922,21.2116637617522,18.3602375031769,17.4477667200925,17.1032078930115,17.9700378161195,17.2172990466299,16.7373279968512,19.015201090683,20.4649231433308
South Asia,SAS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,10.9661609387089,15.2866939290885,27.6934363653284,25.6264907737503,22.2431213060713,20.6226137451944,21.6119788235467,23.4538384380724,21.4430831031689,19.0506211816944,23.2361850554588,25.930166553341
South Asia,SAS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.0415751617197,24.6681831138722,31.5487558661725,31.8845887887757,30.172323807831,28.9178082298759,29.9003036083383,31.0580177017907,29.2963951476396,28.009574706722,30.0334139991452,30.0812712850106
South Asia,SAS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.7089193899118,11.8249762610422,12.4604727871971,11.5042866043294,12.2485294843189,12.5782407924356,12.4364246958436,12.9032820851041,..,..,..,..
South Asia,SAS,Time required to start a business (days),IC.REG.DURS,..,..,18.8625,17.25,16.5,16.1875,16.1,14.0625,14.5625,..,..,..
South Asia,SAS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.2848743778003,8.86586418862645,10.8040201628673,9.8864596603428,10.4608428006213,10.8904598930137,11.1004978955431,11.7206024120222,..,..,..,..
South Asia,SAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.29523248997703,3.0414995656819,2.52267661270851,2.52500775830755,2.4049247378583,2.43437329324663,2.43287467247362,2.35782601441389,2.449055311651,2.61346732389157,2.3488306608974,2.27723189206145
South Asia,SAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.000263731408769899,0.327706654002566,68.7336008576658,72.4889791719549,74.9556614470563,82.4291020043195,85.4473537176186,86.1084977084907,84.5388393093826,84.8788442529693,85.2125924216867,83.8295604762076
South Asia,SAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,7.95876266891168,8.70702448965277,6.83763890403814,7.07007809302383,6.85001281615598,8.63505625625374,9.46639698654839,10.2911926446451,9.62064689604772,11.7028348711127
South Asia,SAS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,16.2181308441382,22.3450979434779,40.3584975695156,37.5082018776352,31.1575372515316,27.3421587918052,28.3249552156761,30.6542864970388,28.4351950504114,24.402826978721,30.9181236170648,33.6673117249314
South Asia,SAS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,124235005383.7,162595531798.5,568471187596.5,608858420930.1,639968354059.2,629300815485.2,718356744310.1,744484484504.6,804341549511.2,831138974847.8,912678742273.6,919061997000.2
South Asia,SAS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,30.1930540089247,17.1445702000092,8.89558877443032,18.1339584672961,11.1944590563744,16.224997758615,10.7540403284112,12.1905496539007,11.1653995241491,16.3112906506444,9.4206977919098,9.94501905241653
South Asia,SAS,Net migration,SM.POP.NETM,-765584,-874181,-2752864,-2708921,-3523806,-2552785,-2181786,-2409118,-2281362,-302152,-925916,..
South Asia,SAS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,5571348376.548,17193975421.2866,110834477983.344,115816281171.273,117612821345.588,110677220007.976,117313440762.234,131744994735.421,139830764844.691,147114980901.56,157018866112.814,176158668803.832
South Asia,SAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,541686874.372815,4367540967.80864,33525285629.162,40326751703.1801,49718769794.1024,50932456612.9365,46334263754.3824,48656125367.053,56679175734.3765,68956067804.8041,50056964823.145,54529980481.7112
South Asia,SAS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,5245440057.75452,3644300041.19873,13939530216.217,15584860260.0098,15700559961.319,13996790145.874,14985200000.7629,12219859970.0928,14951799934.3872,16585300338.7451,17641809913.6353,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/18/2023,,,,,,,,,,,,,,,
